carrier,rtrip_fare,advance,busclass,nonrefundable,satstayover
AA,260.70000000000005,24,0,1,0
UA,237.0,43,0,1,1
UA,237.0,15,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,25,0,1,0
AA,260.70000000000005,20,0,1,0
UA,237.0,14,0,1,1
AA,260.70000000000005,33,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,25,0,1,0
AA,260.70000000000005,40,0,1,0
AA,260.70000000000005,37,0,1,0
UA,237.0,14,0,1,0
UA,237.0,20,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,35,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,18,0,1,0
UA,237.0,27,0,1,0
AA,260.70000000000005,25,0,1,0
UA,237.0,23,0,1,1
AA,260.70000000000005,19,0,1,0
UA,237.0,16,0,1,1
AA,260.70000000000005,25,0,1,0
AA,260.70000000000005,27,0,1,1
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,35,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,16,0,1,0
UA,237.0,25,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,21,0,1,0
UA,237.0,24,0,1,0
AA,260.70000000000005,15,0,1,1
AA,260.70000000000005,47,0,1,1
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,23,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,18,0,1,0
UA,237.0,17,0,1,1
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,28,0,1,1
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,33,0,1,0
UA,237.0,15,0,1,0
UA,237.0,15,0,1,0
AA,260.70000000000005,16,0,1,1
AA,260.70000000000005,36,0,1,0
AA,260.70000000000005,39,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,19,0,1,0
UA,237.0,26,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,16,0,1,0
UA,237.0,20,0,1,1
AA,260.70000000000005,20,0,1,1
AA,260.70000000000005,44,0,1,1
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,35,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,37,0,1,1
UA,237.0,17,0,1,1
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,18,0,1,1
UA,237.0,25,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,39,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,38,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,56,0,1,0
AA,260.70000000000005,31,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,20,0,1,0
UA,237.0,21,0,1,0
UA,237.0,14,0,1,1
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,20,0,1,0
UA,237.0,20,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,52,0,1,0
UA,237.0,27,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,23,0,1,1
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,19,0,1,1
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,37,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,29,0,1,0
AA,260.70000000000005,18,0,1,0
UA,237.0,18,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,36,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,19,0,1,0
UA,237.0,31,0,1,0
UA,237.0,21,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,25,0,1,0
AA,260.70000000000005,24,0,1,1
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,20,0,1,0
UA,237.0,14,0,1,1
AA,260.70000000000005,72,0,1,1
UA,237.0,19,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,38,0,1,0
AA,260.70000000000005,21,0,1,0
UA,237.0,14,0,1,0
AA,260.70000000000005,31,0,1,0
UA,237.0,20,0,1,0
UA,237.0,14,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,16,0,1,0
AA,260.70000000000005,25,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,17,0,1,1
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,36,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,30,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,19,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,29,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,26,0,1,1
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,16,0,1,0
UA,237.0,28,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,16,0,1,0
AA,260.70000000000005,31,0,1,0
UA,237.0,36,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,39,0,1,0
AA,260.70000000000005,37,0,1,1
UA,237.0,19,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,24,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,24,0,1,0
AA,260.70000000000005,30,0,1,0
AA,260.70000000000005,29,0,1,1
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,27,0,1,0
UA,237.0,19,0,1,0
AA,260.70000000000005,39,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,28,0,1,0
UA,237.0,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,28,0,1,0
UA,237.0,19,0,1,1
UA,237.0,15,0,1,0
AA,260.70000000000005,15,0,1,1
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,17,0,1,0
UA,237.0,21,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,24,0,1,0
AA,260.70000000000005,28,0,1,0
UA,237.0,21,0,1,0
UA,237.0,48,0,1,0
UA,237.0,30,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,16,0,1,0
UA,237.0,44,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,24,0,1,1
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,14,0,1,1
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,18,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,23,0,1,0
AA,260.70000000000005,40,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,21,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,23,0,1,0
UA,237.0,15,0,1,0
AA,260.70000000000005,33,0,1,0
UA,237.0,38,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,18,0,1,1
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,16,0,1,0
AA,260.70000000000005,26,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,22,0,1,0
AA,260.70000000000005,15,0,1,0
UA,237.0,32,0,1,0
UA,237.0,21,0,1,1
UA,237.0,19,0,1,0
AA,260.70000000000005,17,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,16,0,1,1
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,42,0,1,0
UA,237.0,37,0,1,0
AA,260.70000000000005,20,0,1,0
UA,237.0,32,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,20,0,1,0
AA,260.70000000000005,25,0,1,1
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,28,0,1,1
AA,260.70000000000005,16,0,1,0
UA,237.0,43,0,1,1
AA,260.70000000000005,36,0,1,1
UA,237.0,14,0,1,0
UA,237.0,63,0,1,1
UA,237.0,23,0,1,1
AA,260.70000000000005,16,0,1,0
UA,237.0,34,0,1,0
UA,237.0,23,0,1,0
AA,260.70000000000005,15,0,1,0
AA,260.70000000000005,30,0,1,0
AA,260.70000000000005,31,0,1,0
AA,260.70000000000005,14,0,1,0
UA,237.0,19,0,1,1
AA,260.70000000000005,29,0,1,0
UA,237.0,14,0,1,1
AA,260.70000000000005,19,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,37,0,1,0
UA,237.0,17,0,1,1
AA,260.70000000000005,34,0,1,0
AA,260.70000000000005,22,0,1,0
UA,237.0,28,0,1,0
AA,260.70000000000005,25,0,1,1
AA,260.70000000000005,14,0,1,0
UA,237.0,20,0,1,0
AA,260.70000000000005,21,0,1,0
UA,237.0,15,0,1,1
AA,260.70000000000005,27,0,1,0
AA,260.70000000000005,28,0,1,0
AA,260.70000000000005,14,0,1,0
AA,260.70000000000005,20,0,1,0
AA,260.70000000000005,15,0,1,1
UA,237.0,38,0,1,0
AA,260.70000000000005,19,0,1,0
AA,261.8,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,24,0,1,1
AA,261.8,20,0,1,0
AA,261.8,36,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,36,0,1,1
AA,261.8,14,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,31,0,1,0
UA,238.0,20,0,1,0
UA,238.0,31,0,1,1
AA,261.8,24,0,1,1
AA,261.8,26,0,1,1
UA,238.0,42,0,1,1
AA,261.8,86,0,1,0
AA,261.8,15,0,1,1
AA,261.8,36,0,1,1
UA,238.0,114,0,1,1
AA,261.8,17,0,1,1
AA,261.8,26,0,1,1
AA,261.8,26,0,1,1
UA,238.0,31,0,1,1
AA,261.8,32,0,1,1
UA,238.0,31,0,1,1
AA,261.8,18,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
UA,238.0,42,0,1,1
UA,238.0,31,0,1,1
AA,261.8,14,0,1,1
UA,238.0,18,0,1,0
AA,261.8,17,0,1,0
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,26,0,1,1
UA,238.0,31,0,1,1
AA,261.8,136,0,1,0
UA,238.0,31,0,1,1
AA,261.8,18,0,1,0
AA,261.8,32,0,1,0
UA,238.0,31,0,1,1
AA,261.8,20,0,1,0
UA,238.0,94,0,1,0
AA,261.8,17,0,1,1
AA,261.8,15,0,1,1
UA,238.0,31,0,1,1
AA,261.8,14,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,17,0,1,0
UA,238.0,31,0,1,1
AA,261.8,38,0,1,1
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,31,0,1,1
AA,261.8,15,0,1,0
UA,238.0,31,0,1,1
AA,261.8,112,0,1,0
AA,261.8,20,0,1,0
UA,238.0,31,0,1,1
UA,238.0,31,0,1,1
AA,261.8,20,0,1,0
UA,238.0,114,0,1,1
UA,238.0,31,0,1,1
AA,262.90000000000003,95,0,1,0
UA,239.0,23,0,1,1
UA,239.0,42,0,1,1
UA,239.0,28,0,1,1
UA,239.0,42,0,1,1
UA,239.0,14,0,1,1
UA,239.0,68,0,1,0
UA,239.0,22,0,1,1
UA,239.0,37,0,1,0
AA,264.0,135,0,1,1
AA,264.0,35,0,1,1
UA,240.0,44,0,1,0
AA,264.0,25,0,1,1
UA,240.0,32,0,1,1
AA,264.0,22,0,1,1
AA,264.0,134,0,1,0
AA,264.0,148,0,1,1
AA,264.0,36,0,1,1
AA,264.0,150,0,1,1
AA,264.0,150,0,1,1
UA,240.0,44,0,1,0
AA,264.0,135,0,1,0
AA,264.0,35,0,1,1
AA,264.0,36,0,1,1
AA,264.0,183,0,1,1
AA,264.0,183,0,1,1
UA,240.0,32,0,1,1
UA,240.0,27,0,1,0
AA,264.0,150,0,1,1
AA,264.0,30,0,1,0
AA,264.0,148,0,1,1
AA,264.0,148,0,1,1
UA,240.0,30,0,1,1
AA,264.0,148,0,1,1
AA,264.0,147,0,1,1
AA,264.0,117,0,1,1
AA,265.1,101,0,1,1
UA,241.0,21,0,1,1
AA,265.1,99,0,1,1
UA,241.0,23,0,1,0
AA,265.1,101,0,1,1
AA,265.1,15,0,1,1
UA,241.0,15,0,1,1
UA,241.0,14,0,1,1
UA,241.0,15,0,1,1
AA,265.1,101,0,1,1
AA,265.1,17,0,1,0
AA,266.20000000000005,25,0,1,0
UA,242.0,15,0,1,1
AA,266.20000000000005,14,0,1,0
AA,267.3,24,0,1,0
AA,267.3,20,0,1,1
AA,267.3,17,0,1,0
AA,267.3,50,0,1,0
AA,267.3,20,0,1,0
UA,243.0,17,0,1,0
AA,267.3,28,0,1,0
AA,267.3,50,0,1,0
AA,267.3,33,0,1,0
AA,267.3,35,0,1,0
AA,267.3,14,0,1,1
AA,267.3,20,0,1,1
UA,244.0,28,0,1,1
UA,244.0,35,0,1,1
AA,268.40000000000003,55,0,1,0
AA,268.40000000000003,78,0,1,0
UA,244.0,38,0,1,1
UA,244.0,29,0,1,1
UA,244.0,29,0,1,1
UA,244.0,35,0,1,1
UA,244.0,29,0,1,1
UA,244.0,31,0,1,1
UA,244.0,83,0,1,1
UA,244.0,31,0,1,1
AA,268.40000000000003,54,0,1,0
UA,244.0,82,0,1,1
UA,244.0,17,0,1,1
AA,268.40000000000003,75,0,1,0
UA,244.0,24,0,1,1
UA,244.0,31,0,1,1
UA,244.0,50,0,1,1
AA,268.40000000000003,78,0,1,0
UA,244.0,29,0,1,1
UA,244.0,18,0,1,1
AA,268.40000000000003,59,0,1,0
UA,244.0,65,0,1,1
AA,268.40000000000003,63,0,1,0
AA,268.40000000000003,69,0,1,0
UA,244.0,29,0,1,1
AA,268.40000000000003,55,0,1,0
UA,244.0,31,0,1,1
UA,244.0,29,0,1,1
UA,244.0,33,0,1,1
UA,244.0,27,0,1,1
UA,244.0,16,0,1,1
AA,268.40000000000003,63,0,1,0
AA,268.40000000000003,65,0,1,0
AA,268.40000000000003,59,0,1,0
AA,268.40000000000003,95,0,1,0
UA,244.0,15,0,1,1
UA,244.0,29,0,1,1
AA,268.40000000000003,63,0,1,0
UA,244.0,50,0,1,1
AA,268.40000000000003,66,0,1,0
UA,244.0,37,0,1,1
UA,245.0,16,0,1,0
AA,269.5,43,0,1,1
AA,269.5,35,0,1,0
UA,245.0,30,0,1,0
UA,245.0,17,0,1,0
UA,245.0,16,0,1,0
UA,245.0,17,0,1,0
UA,245.0,19,0,1,0
UA,245.0,28,0,1,0
AA,269.5,36,0,1,1
UA,246.0,14,0,1,0
UA,246.0,19,0,1,0
UA,246.0,27,0,1,0
UA,246.0,20,0,1,0
UA,246.0,26,0,1,0
AA,270.6,14,0,1,1
UA,246.0,21,0,1,0
UA,246.0,14,0,1,0
AA,270.6,17,0,1,1
AA,270.6,17,0,1,1
AA,270.6,29,0,1,1
UA,246.0,14,0,1,0
UA,246.0,14,0,1,0
AA,270.6,40,0,1,0
UA,246.0,34,0,1,0
UA,246.0,20,0,1,0
UA,246.0,28,0,1,0
UA,246.0,24,0,1,0
UA,246.0,20,0,1,0
AA,270.6,14,0,1,1
AA,270.6,19,0,1,0
UA,246.0,15,0,1,0
AA,270.6,14,0,1,1
UA,246.0,18,0,1,0
UA,246.0,23,0,1,0
UA,246.0,33,0,1,0
UA,246.0,14,0,1,0
AA,270.6,15,0,1,1
UA,246.0,20,0,1,0
AA,270.6,17,0,1,1
AA,270.6,19,0,1,0
AA,270.6,25,0,1,1
UA,246.0,14,0,1,1
UA,246.0,14,0,1,0
UA,246.0,14,0,1,0
UA,246.0,28,0,1,0
AA,270.6,16,0,1,1
UA,246.0,29,0,1,0
AA,270.6,14,0,1,1
UA,246.0,20,0,1,0
UA,246.0,14,0,1,0
AA,270.6,16,0,1,1
UA,246.0,39,0,1,0
AA,270.6,17,0,1,0
AA,270.6,21,0,1,1
UA,246.0,20,0,1,0
UA,246.0,32,0,1,0
UA,246.0,21,0,1,0
UA,246.0,14,0,1,0
UA,246.0,14,0,1,0
UA,246.0,20,0,1,0
UA,246.0,14,0,1,0
UA,246.0,15,0,1,0
UA,246.0,14,0,1,0
AA,270.6,29,0,1,1
AA,270.6,16,0,1,1
AA,270.6,23,0,1,1
UA,246.0,20,0,1,0
AA,270.6,15,0,1,1
AA,270.6,20,0,1,1
AA,270.6,22,0,1,1
AA,270.6,28,0,1,1
UA,246.0,17,0,1,0
AA,270.6,20,0,1,1
UA,246.0,27,0,1,0
AA,270.6,25,0,1,1
UA,246.0,14,0,1,0
AA,270.6,17,0,1,1
AA,270.6,17,0,1,1
AA,270.6,16,0,1,1
UA,246.0,19,0,1,0
AA,270.6,21,0,1,1
UA,246.0,28,0,1,0
UA,246.0,16,0,1,0
UA,246.0,48,0,1,0
AA,270.6,30,0,1,1
UA,246.0,29,0,1,0
UA,246.0,20,0,1,0
UA,246.0,40,0,1,0
AA,270.6,28,0,1,1
AA,270.6,14,0,1,1
AA,270.6,37,0,1,1
UA,246.0,24,0,1,0
AA,270.6,17,0,1,1
UA,246.0,20,0,1,0
UA,246.0,20,0,1,0
AA,270.6,21,0,1,1
AA,270.6,26,0,1,1
UA,246.0,22,0,1,1
UA,246.0,16,0,1,0
UA,246.0,24,0,1,0
UA,246.0,18,0,1,0
UA,246.0,14,0,1,0
UA,246.0,21,0,1,0
AA,270.6,15,0,1,1
UA,246.0,33,0,1,0
AA,270.6,25,0,1,0
UA,246.0,23,0,1,0
UA,246.0,22,0,1,0
UA,246.0,25,0,1,0
AA,270.6,22,0,1,1
UA,246.0,14,0,1,0
AA,270.6,19,0,1,1
UA,246.0,22,0,1,1
UA,246.0,14,0,1,0
UA,246.0,14,0,1,0
UA,246.0,19,0,1,0
UA,246.0,21,0,1,0
AA,270.6,26,0,1,1
AA,270.6,16,0,1,1
UA,246.0,33,0,1,0
UA,246.0,18,0,1,0
UA,246.0,14,0,1,0
UA,246.0,23,0,1,1
UA,246.0,20,0,1,0
AA,270.6,27,0,1,1
AA,270.6,14,0,1,1
AA,270.6,16,0,1,1
AA,270.6,16,0,1,1
AA,270.6,22,0,1,1
UA,246.0,27,0,1,0
AA,270.6,17,0,1,1
AA,270.6,16,0,1,1
UA,246.0,14,0,1,0
UA,246.0,20,0,1,0
AA,270.6,37,0,1,1
UA,246.0,21,0,1,0
AA,270.6,26,0,1,1
UA,246.0,20,0,1,0
AA,270.6,19,0,1,0
AA,270.6,16,0,1,1
AA,270.6,15,0,1,1
UA,246.0,33,0,1,0
UA,246.0,17,0,1,0
AA,270.6,35,0,1,1
UA,247.0,15,0,1,0
UA,247.0,22,0,1,0
UA,247.0,23,0,1,1
UA,247.0,19,0,1,0
UA,247.0,23,0,1,1
UA,247.0,16,0,1,0
UA,247.0,19,0,1,0
UA,247.0,23,0,1,0
UA,247.0,15,0,1,1
UA,247.0,15,0,1,0
UA,247.0,18,0,1,0
UA,247.0,18,0,1,0
UA,247.0,24,0,1,0
UA,247.0,18,0,1,0
UA,247.0,26,0,1,0
UA,247.0,14,0,1,0
UA,247.0,36,0,1,0
UA,247.0,36,0,1,0
UA,247.0,21,0,1,0
UA,247.0,27,0,1,0
UA,247.0,30,0,1,0
UA,247.0,24,0,1,0
UA,247.0,18,0,1,0
UA,247.0,19,0,1,0
UA,247.0,17,0,1,1
UA,247.0,15,0,1,0
UA,247.0,15,0,1,0
UA,247.0,31,0,1,0
UA,247.0,14,0,1,0
UA,247.0,25,0,1,0
UA,247.0,15,0,1,0
UA,247.0,17,0,1,1
UA,247.0,29,0,1,0
UA,247.0,22,0,1,0
UA,247.0,26,0,1,0
UA,247.0,14,0,1,0
UA,247.0,15,0,1,0
UA,247.0,25,0,1,1
UA,247.0,18,0,1,0
UA,247.0,25,0,1,1
UA,247.0,22,0,1,0
UA,247.0,38,0,1,0
UA,247.0,14,0,1,0
UA,247.0,27,0,1,0
UA,247.0,20,0,1,0
UA,247.0,19,0,1,0
UA,247.0,14,0,1,0
UA,247.0,17,0,1,0
UA,247.0,31,0,1,0
UA,247.0,26,0,1,0
UA,247.0,27,0,1,0
UA,247.0,14,0,1,0
UA,247.0,41,0,1,0
UA,247.0,15,0,1,0
UA,247.0,30,0,1,0
UA,247.0,15,0,1,1
UA,247.0,24,0,1,0
UA,247.0,14,0,1,0
UA,247.0,17,0,1,0
AA,272.8,28,0,1,1
AA,272.8,35,0,1,1
UA,248.0,139,0,1,0
AA,272.8,30,0,1,0
UA,248.0,14,0,1,1
UA,248.0,139,0,1,0
AA,272.8,27,0,1,1
UA,248.0,126,0,1,0
UA,248.0,16,0,1,0
AA,272.8,15,0,1,1
AA,272.8,27,0,1,1
AA,272.8,23,0,1,1
UA,248.0,102,0,1,0
AA,272.8,73,0,1,0
AA,272.8,41,0,1,1
UA,248.0,14,0,1,1
AA,272.8,27,0,1,0
UA,248.0,36,0,1,1
AA,272.8,35,0,1,1
UA,248.0,139,0,1,0
UA,248.0,26,0,1,1
AA,272.8,18,0,1,0
AA,272.8,17,0,1,1
