carrier,rtrip_fare,advance,busclass,nonrefundable,satstayover
AA,395,8,0,1,0
AA,395,13,0,1,0
AA,395,9,0,1,0
AA,395,12,0,1,0
AA,395,6,0,1,0
AA,395,12,0,1,0
AA,395,8,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,20,0,1,0
AA,395,11,0,1,0
AA,395,8,0,1,0
AA,395,9,0,1,0
AA,395,11,0,1,0
AA,395,11,0,1,1
AA,395,13,0,1,0
AA,395,7,0,1,0
AA,395,13,0,1,0
AA,395,13,0,1,0
UA,395,5,0,1,0
AA,395,7,0,1,0
AA,395,11,0,1,0
AA,395,12,0,1,0
AA,395,8,0,1,0
AA,395,11,0,1,0
AA,395,9,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,17,0,1,0
AA,395,11,0,1,0
AA,395,10,0,1,0
AA,395,7,0,1,0
UA,395,8,0,1,1
AA,395,8,0,1,0
AA,395,8,0,1,0
AA,395,6,0,1,0
AA,395,21,0,1,0
AA,395,37,0,1,0
AA,395,40,0,1,0
AA,395,14,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,11,0,1,0
AA,395,38,0,1,0
AA,395,9,0,1,1
AA,395,8,0,1,0
AA,395,12,0,1,0
AA,395,11,0,1,0
AA,395,8,0,1,0
AA,395,13,0,1,0
AA,395,7,0,1,0
AA,395,8,0,1,0
AA,395,11,0,1,0
AA,395,8,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,12,0,1,0
AA,395,8,0,1,0
AA,395,7,0,1,0
AA,395,8,0,1,0
AA,395,8,0,1,0
AA,395,6,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,7,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,7,0,1,0
AA,395,13,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,8,0,1,0
AA,395,6,0,1,0
AA,395,9,0,1,0
AA,395,8,0,1,0
AA,395,8,0,1,0
UA,395,5,0,1,1
AA,395,8,0,1,0
AA,395,13,0,1,0
AA,395,11,0,1,0
AA,395,11,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,7,0,1,0
AA,395,14,0,1,0
AA,395,12,0,1,0
UA,395,5,0,1,0
AA,395,8,0,1,0
AA,395,13,0,1,0
UA,395,7,0,1,0
AA,395,13,0,1,0
AA,395,11,0,1,0
AA,395,15,0,1,0
AA,395,7,0,1,0
AA,395,8,0,1,0
AA,395,12,0,1,0
AA,395,8,0,1,0
AA,395,10,0,1,0
AA,395,10,0,1,0
AA,395,7,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
UA,395,5,0,1,1
AA,395,14,0,1,0
AA,395,7,0,1,0
AA,395,11,0,1,0
UA,395,7,0,1,0
AA,395,7,0,1,0
AA,395,13,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,7,0,1,0
AA,395,9,0,1,0
AA,395,10,0,1,0
AA,395,5,0,1,0
AA,395,8,0,1,0
AA,395,7,0,1,0
AA,395,13,0,1,0
AA,395,13,0,1,0
AA,395,28,0,1,0
AA,395,9,0,1,1
AA,395,7,0,1,0
AA,395,8,0,1,0
AA,395,7,0,1,0
AA,395,7,0,1,0
AA,395,12,0,1,0
AA,395,13,0,1,0
AA,395,7,0,1,0
AA,395,21,0,1,0
AA,395,7,0,1,0
AA,395,13,0,1,0
UA,395,7,0,1,0
AA,395,13,0,1,0
UA,396,5,0,1,0
AA,396,4,0,1,0
AA,396,6,0,1,0
UA,396,3,0,1,0
AA,396,5,0,1,1
UA,396,6,0,1,0
UA,396,2,0,1,0
AA,396,6,0,1,0
AA,396,5,0,1,0
UA,396,1,0,1,1
UA,396,2,0,1,1
AA,396,4,0,1,0
AA,396,2,0,1,0
UA,396,3,0,1,0
UA,396,0,0,1,0
AA,396,5,0,1,1
AA,396,6,0,1,0
UA,396,4,0,1,0
UA,396,3,0,1,0
UA,396,0,0,1,0
UA,396,2,0,1,0
AA,396,6,0,1,0
UA,396,6,0,1,0
AA,396,6,0,1,0
AA,396,5,0,1,0
AA,396,6,0,1,0
AA,396,4,0,1,1
AA,396,5,0,1,1
AA,396,1,0,1,0
UA,396,0,0,1,0
AA,396,6,0,1,0
UA,396,3,0,1,0
UA,396,3,0,1,0
AA,396,6,0,1,1
AA,396,6,0,1,0
AA,396,5,0,1,1
AA,397,4,0,1,0
AA,397,6,0,1,0
AA,397,4,0,1,0
AA,397,4,0,1,0
AA,397,8,0,1,0
AA,397,3,0,1,0
AA,397,8,0,1,0
AA,397,4,0,1,0
AA,397,8,0,1,0
AA,397,6,0,1,0
UA,397,8,0,1,1
AA,397,1,0,1,0
AA,397,6,0,1,0
AA,397,1,0,1,0
AA,397,1,0,1,0
AA,397,8,0,1,0
AA,397,1,0,1,0
UA,398,3,0,1,0
UA,398,3,0,1,0
AA,398,1,0,1,0
AA,398,2,0,1,0
AA,398,5,0,1,0
AA,398,1,0,1,0
AA,398,6,0,1,0
UA,398,4,0,1,0
AA,398,5,0,1,0
UA,398,6,0,1,0
AA,398,5,0,1,0
AA,398,3,0,1,0
AA,398,5,0,1,1
AA,398,0,0,1,0
UA,398,5,0,1,0
UA,398,6,0,1,0
UA,398,3,0,1,0
AA,398,4,0,1,0
AA,398,4,0,1,0
AA,398,4,0,1,0
UA,398,6,0,1,0
AA,398,5,0,1,0
AA,398,4,0,1,0
AA,398,5,0,1,0
AA,398,5,0,1,0
AA,398,5,0,1,0
AA,398,5,0,1,0
UA,398,3,0,1,0
UA,398,1,0,1,0
UA,398,6,0,1,0
AA,398,4,0,1,0
AA,398,5,0,1,0
AA,398,3,0,1,0
AA,398,6,0,1,0
AA,398,8,0,1,1
AA,398,4,0,1,0
AA,398,6,0,1,0
AA,398,0,0,1,0
AA,398,4,0,1,0
AA,398,4,0,1,0
AA,398,54,0,1,0
AA,398,5,0,1,0
UA,398,6,0,1,0
AA,398,1,0,1,0
AA,398,1,0,1,0
AA,398,1,0,1,0
UA,398,6,0,1,0
AA,398,8,0,1,0
AA,398,3,0,1,0
AA,398,3,0,1,0
AA,398,3,0,1,0
AA,399,4,0,1,0
UA,399,2,0,1,0
AA,399,5,0,1,0
AA,399,4,0,1,0
AA,399,4,0,1,1
UA,400,6,0,1,1
UA,400,6,0,1,1
UA,400,3,0,1,1
UA,400,4,0,1,1
UA,400,3,0,1,1
UA,400,3,0,1,1
UA,400,4,0,1,1
UA,400,15,0,1,0
UA,400,3,0,1,1
UA,401,5,0,1,0
UA,402,2,0,1,1
AA,404,2,0,1,0
AA,404,1,0,1,0
AA,404,2,0,1,0
AA,404,1,0,1,0
AA,404,1,0,1,0
AA,404,2,0,1,0
AA,404,1,0,1,0
AA,404,0,0,1,0
AA,408,14,0,1,0
AA,408,16,0,1,0
UA,408,27,0,1,0
UA,408,20,0,1,0
AA,408,20,0,1,0
AA,408,21,0,1,1
AA,408,14,0,1,0
AA,408,16,0,1,0
AA,408,14,0,1,0
AA,408,14,0,1,0
UA,408,17,0,1,0
AA,408,16,0,1,0
AA,408,14,0,1,0
AA,408,16,0,1,0
AA,408,18,0,1,0
AA,408,16,0,1,0
AA,408,16,0,1,0
AA,408,41,0,1,0
AA,408,25,0,1,0
AA,408,14,0,1,0
AA,408,14,0,1,0
AA,408,14,0,1,0
AA,408,23,0,1,0
AA,408,24,0,1,0
AA,408,19,0,1,0
AA,408,20,0,1,0
AA,408,16,0,1,0
UA,408,55,0,1,0
AA,408,21,0,1,1
AA,408,21,0,1,0
AA,408,20,0,1,0
UA,408,31,0,1,0
AA,408,17,0,1,0
AA,408,19,0,1,0
AA,408,16,0,1,0
AA,408,24,0,1,0
AA,409,26,0,1,0
AA,409,30,0,1,0
AA,409,35,0,1,0
AA,409,17,0,1,1
AA,409,22,0,1,0
AA,414,31,0,1,0
AA,414,14,0,1,0
AA,414,33,0,1,0
AA,414,39,0,1,0
AA,415,32,0,1,1
AA,415,40,0,1,0
AA,417,18,0,1,0
AA,417,20,0,1,0
UA,417,22,0,1,0
UA,418,46,0,1,0
AA,418,24,0,1,0
AA,418,17,0,1,0
UA,418,40,0,1,0
AA,418,24,0,1,0
UA,418,54,0,1,0
AA,418,51,0,1,0
UA,418,45,0,1,0
AA,418,74,0,1,0
UA,418,20,0,1,0
AA,418,20,0,1,0
AA,418,57,0,1,0
AA,418,43,0,1,0
AA,418,17,0,1,0
UA,418,1,0,1,0
AA,418,57,0,1,0
UA,418,41,0,1,0
AA,418,27,0,1,0
UA,418,59,0,1,0
AA,418,18,0,1,0
UA,418,31,0,1,0
AA,418,23,0,1,0
UA,418,21,0,1,0
AA,418,14,0,1,0
UA,418,97,0,1,0
AA,418,36,0,1,0
AA,418,24,0,1,0
AA,418,36,0,1,0
AA,418,27,0,1,0
UA,418,1,0,1,1
AA,418,56,0,1,0
AA,418,40,0,1,0
UA,418,48,0,1,0
AA,418,34,0,1,0
AA,418,42,0,1,0
AA,418,17,0,1,0
AA,418,57,0,1,0
AA,418,25,0,1,0
UA,418,32,0,1,0
AA,418,62,0,1,0
UA,418,2,0,1,0
UA,418,1,0,1,0
UA,418,1,0,1,0
AA,419,16,0,1,1
AA,421,8,0,1,1
AA,421,7,0,1,0
AA,421,8,0,1,0
AA,421,13,0,1,0
UA,422,7,0,1,0
UA,422,28,0,1,0
AA,422,2,0,1,0
UA,422,28,0,1,0
UA,422,21,0,1,0
UA,422,7,0,1,0
UA,422,29,0,1,0
UA,422,28,0,1,0
UA,422,18,0,1,0
UA,422,20,0,1,0
UA,422,29,0,1,0
AA,423,11,0,1,0
UA,424,5,0,1,0
AA,424,1,0,1,1
AA,425,43,0,1,1
AA,426,1,0,1,1
AA,426,1,0,1,1
AA,426,0,0,1,1
AA,427,19,0,1,0
AA,427,7,0,1,1
AA,427,14,0,1,0
AA,427,20,0,1,0
AA,427,8,0,1,1
AA,427,1,0,1,0
AA,427,18,0,1,0
AA,427,13,0,1,1
AA,428,37,0,1,0
AA,428,21,0,1,0
AA,428,0,0,1,0
AA,428,8,0,1,0
AA,428,22,0,1,0
UA,428,14,0,1,0
AA,428,14,0,1,0
AA,428,32,0,1,0
AA,428,27,0,1,0
AA,428,2,0,1,0
AA,428,55,0,1,0
UA,428,19,0,1,0
AA,428,19,0,1,0
AA,428,33,0,1,0
UA,428,26,0,1,0
AA,428,8,0,1,0
UA,428,8,0,1,0
AA,428,21,0,1,0
UA,428,36,0,1,0
AA,428,15,0,1,0
AA,428,34,0,1,0
AA,428,18,0,1,0
AA,428,14,0,1,0
AA,428,22,0,1,0
AA,428,0,0,1,1
AA,428,31,0,1,0
UA,428,32,0,1,0
AA,428,17,0,1,0
AA,428,1,0,1,1
AA,428,28,0,1,0
AA,428,30,0,1,0
UA,428,15,0,1,0
AA,428,20,0,1,0
AA,428,41,0,1,0
AA,428,105,0,1,0
AA,428,15,0,1,0
AA,428,21,0,1,0
AA,428,14,0,1,0
AA,428,34,0,1,0
UA,428,24,0,1,0
AA,428,19,0,1,0
AA,428,23,0,1,0
UA,428,2,0,1,1
AA,428,35,0,1,0
AA,428,54,0,1,0
AA,428,27,0,1,0
AA,428,37,0,1,0
AA,428,16,0,1,0
AA,428,10,0,1,0
AA,428,14,0,1,0
AA,428,47,0,1,0
AA,428,22,0,1,0
AA,428,16,0,1,0
AA,428,20,0,1,0
AA,428,29,0,1,0
AA,428,15,0,1,0
UA,428,21,0,1,0
AA,428,33,0,1,0
AA,428,33,0,1,0
UA,428,9,0,1,0
AA,428,17,0,1,0
AA,428,18,0,1,0
AA,428,26,0,1,0
AA,428,14,0,1,0
AA,428,15,0,1,0
AA,428,40,0,1,0
AA,428,18,0,1,0
UA,428,12,0,1,0
AA,428,43,0,1,0
AA,428,19,0,1,0
AA,428,34,0,1,0
AA,428,43,0,1,0
AA,428,0,0,1,0
AA,428,57,0,1,0
AA,428,21,0,1,0
AA,428,23,0,1,0
AA,428,15,0,1,0
AA,428,47,0,1,0
AA,428,14,0,1,0
AA,428,18,0,1,0
AA,428,8,0,1,0
AA,428,22,0,1,0
AA,428,21,0,1,0
AA,428,17,0,1,0
AA,428,41,0,1,0
AA,428,44,0,1,0
AA,428,17,0,1,0
AA,428,0,0,1,0
AA,428,33,0,1,0
AA,428,7,0,1,0
UA,428,8,0,1,0
AA,428,34,0,1,0
AA,428,14,0,1,0
UA,428,33,0,1,0
AA,428,29,0,1,0
AA,428,28,0,1,0
UA,428,11,0,1,0
AA,428,41,0,1,0
AA,428,22,0,1,0
AA,428,18,0,1,0
UA,428,26,0,1,0
AA,428,24,0,1,0
UA,428,35,0,1,0
AA,428,30,0,1,0
AA,428,25,0,1,0
UA,428,23,0,1,0
AA,428,26,0,1,0
UA,428,23,0,1,0
AA,428,20,0,1,0
AA,428,43,0,1,0
AA,428,9,0,1,0
UA,428,42,0,1,0
AA,428,22,0,1,0
UA,428,15,0,1,0
AA,428,15,0,1,0
AA,428,26,0,1,0
AA,428,34,0,1,0
AA,428,56,0,1,0
AA,428,15,0,1,0
AA,428,22,0,1,0
AA,428,27,0,1,0
UA,428,39,0,1,0
UA,428,26,0,1,0
AA,428,24,0,1,0
AA,428,33,0,1,0
AA,428,37,0,1,0
AA,428,20,0,1,0
AA,428,0,0,1,1
AA,428,7,0,1,0
AA,428,7,0,1,0
AA,428,35,0,1,0
AA,428,14,0,1,0
AA,428,33,0,1,0
UA,428,47,0,1,0
AA,428,56,0,1,0
AA,428,22,0,1,0
AA,428,28,0,1,0
AA,428,1,0,1,0
AA,428,55,0,1,0
AA,428,19,0,1,0
AA,428,8,0,1,0
AA,428,24,0,1,0
AA,428,46,0,1,0
AA,428,56,0,1,0
AA,428,0,0,1,0
AA,428,16,0,1,0
AA,428,31,0,1,0
UA,428,60,0,1,0
AA,428,56,0,1,0
AA,428,14,0,1,0
AA,428,9,0,1,0
AA,428,22,0,1,0
AA,428,19,0,1,0
AA,428,0,0,1,0
AA,428,19,0,1,0
AA,428,35,0,1,0
UA,428,20,0,1,0
AA,428,21,0,1,0
AA,428,21,0,1,0
UA,428,24,0,1,0
AA,428,7,0,1,0
UA,428,40,0,1,0
AA,428,15,0,1,0
AA,428,2,0,1,0
AA,428,47,0,1,0
AA,428,41,0,1,0
AA,428,1,0,1,0
AA,428,43,0,1,0
AA,428,44,0,1,0
AA,428,33,0,1,0
UA,428,59,0,1,0
AA,428,25,0,1,0
UA,428,12,0,1,0
UA,428,54,0,1,0
AA,428,17,0,1,0
AA,428,14,0,1,0
AA,428,37,0,1,0
UA,428,17,0,1,0
AA,428,8,0,1,0
UA,428,33,0,1,0
UA,428,27,0,1,0
UA,428,42,0,1,0
AA,428,20,0,1,0
AA,428,23,0,1,0
AA,428,20,0,1,0
UA,428,60,0,1,0
AA,428,1,0,1,0
UA,428,42,0,1,0
AA,428,22,0,1,0
AA,428,47,0,1,0
AA,428,2,0,1,0
AA,428,30,0,1,0
AA,428,63,0,1,0
AA,428,24,0,1,0
AA,428,0,0,1,1
AA,428,28,0,1,0
AA,428,14,0,1,0
AA,428,7,0,1,0
AA,428,13,0,1,0
AA,428,27,0,1,0
AA,428,26,0,1,0
AA,428,2,0,1,1
AA,428,17,0,1,0
UA,428,27,0,1,0
AA,428,1,0,1,0
AA,428,0,0,1,0
AA,428,27,0,1,0
AA,428,19,0,1,0
UA,428,21,0,1,0
AA,428,21,0,1,0
AA,428,20,0,1,0
AA,428,38,0,1,0
UA,428,40,0,1,0
AA,428,24,0,1,0
AA,428,34,0,1,0
AA,428,22,0,1,0
AA,428,24,0,1,0
AA,428,8,0,1,0
AA,428,21,0,1,0
AA,428,14,0,1,0
AA,428,9,0,1,0
AA,428,22,0,1,0
AA,428,20,0,1,0
AA,428,14,0,1,0
AA,428,39,0,1,0
AA,428,48,0,1,0
AA,428,21,0,1,0
UA,429,1,0,1,0
UA,429,2,0,1,0
AA,430,2,0,1,0
AA,430,2,0,1,0
AA,431,35,0,1,0
AA,431,13,0,1,0
AA,431,35,0,1,0
AA,432,0,0,1,1
AA,432,7,0,1,0
AA,432,9,0,1,0
AA,432,7,0,1,0
AA,432,7,0,1,0
UA,433,4,0,1,0
UA,433,1,0,1,0
UA,433,1,0,1,0
UA,433,1,0,1,0
AA,433,2,0,1,1
UA,433,1,0,1,0
AA,433,6,0,1,0
UA,433,5,0,1,0
UA,433,3,0,1,1
UA,433,4,0,1,0
UA,433,2,0,1,0
UA,433,0,0,1,0
UA,433,2,0,1,0
UA,433,2,0,1,0
UA,433,1,0,1,0
UA,433,2,0,1,1
UA,433,1,0,1,0
UA,433,2,0,1,0
UA,433,12,0,1,0
UA,433,1,0,1,0
UA,433,5,0,1,0
UA,433,2,0,1,0
AA,433,29,0,1,1
UA,433,0,0,1,0
UA,433,1,0,1,1
UA,433,1,0,1,0
UA,433,2,0,1,0
UA,433,5,0,1,0
UA,433,0,0,1,0
AA,433,2,0,1,1
UA,433,1,0,1,0
UA,433,2,0,1,0
AA,433,29,0,1,1
UA,433,83,0,1,0
UA,433,2,0,1,0
UA,433,1,0,1,0
UA,433,6,0,1,0
UA,433,2,0,1,0
UA,433,1,0,1,0
UA,433,2,0,1,0
UA,433,1,0,1,0
UA,433,2,0,1,0
UA,433,4,0,1,0
UA,433,5,0,1,0
UA,433,2,0,1,0
UA,433,0,0,1,0
UA,433,2,0,1,0
AA,434,5,0,1,0
UA,434,1,0,1,0
AA,434,5,0,1,0
UA,434,4,0,1,1
AA,434,5,0,1,0
AA,434,5,0,1,0
AA,435,4,0,1,0
UA,435,2,0,1,0
UA,435,1,0,1,0
UA,435,2,0,1,0
AA,435,2,0,1,0
AA,435,6,0,1,0
UA,435,2,0,1,0
AA,435,5,0,1,0
AA,435,6,0,1,0
AA,435,3,0,1,0
UA,435,3,0,1,0
UA,435,4,0,1,0
UA,435,6,0,1,0
UA,435,1,0,1,0
AA,435,3,0,1,0
UA,435,4,0,1,0
UA,436,6,0,1,0
UA,436,6,0,1,0
UA,436,8,0,1,0
UA,436,4,0,1,0
AA,436,6,0,1,0
UA,436,7,0,1,0
AA,436,12,0,1,0
UA,436,6,0,1,0
UA,436,13,0,1,0
AA,436,4,0,1,0
AA,436,21,0,1,0
UA,436,4,0,1,1
AA,436,6,0,1,0
UA,436,6,0,1,0
AA,436,1,0,1,0
AA,436,7,0,1,0
AA,436,2,0,1,0
AA,436,20,0,1,0
AA,436,2,0,1,0
AA,436,31,0,1,0
UA,436,0,0,1,0
UA,436,11,0,1,0
UA,436,5,0,1,0
AA,436,1,0,1,0
UA,436,7,0,1,0
UA,436,3,0,1,0
AA,436,26,0,1,0
AA,437,1,0,1,0
AA,437,0,0,1,0
AA,437,1,0,1,0
AA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,10,0,1,0
AA,438,13,0,1,0
AA,438,12,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,13,0,1,0
AA,438,10,0,1,0
UA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
AA,438,13,0,1,0
UA,438,7,0,1,0
AA,438,11,0,1,0
UA,438,7,0,1,0
AA,438,12,0,1,0
UA,438,13,0,1,0
AA,438,10,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,12,0,1,0
UA,438,7,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
UA,438,8,0,1,0
AA,438,6,0,1,0
AA,438,2,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
AA,438,11,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,11,0,1,0
UA,438,6,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
AA,438,13,0,1,0
AA,438,9,0,1,0
AA,438,13,0,1,0
AA,438,13,0,1,0
AA,438,43,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,8,0,1,0
AA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,8,0,1,0
AA,438,13,0,1,0
UA,438,8,0,1,0
AA,438,0,0,1,0
AA,438,8,0,1,0
AA,438,10,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
UA,438,6,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
AA,438,6,0,1,0
UA,438,10,0,1,0
AA,438,4,0,1,0
AA,438,11,0,1,0
AA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
UA,438,10,0,1,0
UA,438,13,0,1,0
AA,438,12,0,1,0
AA,438,12,0,1,0
AA,438,11,0,1,0
AA,438,8,0,1,0
UA,438,9,0,1,0
UA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,5,0,1,0
AA,438,11,0,1,0
UA,438,13,0,1,0
UA,438,2,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
UA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,11,0,1,0
AA,438,11,0,1,0
AA,438,9,0,1,0
AA,438,12,0,1,0
AA,438,11,0,1,0
AA,438,12,0,1,0
AA,438,8,0,1,0
UA,438,13,0,1,0
AA,438,7,0,1,0
AA,438,9,0,1,0
AA,438,9,0,1,0
AA,438,8,0,1,0
AA,438,10,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,10,0,1,0
AA,438,10,0,1,0
UA,438,11,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,11,0,1,0
UA,438,9,0,1,0
AA,438,9,0,1,0
UA,438,5,0,1,0
AA,438,13,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
AA,438,12,0,1,0
AA,438,10,0,1,0
AA,438,56,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,8,0,1,0
UA,438,13,0,1,0
UA,438,3,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
UA,438,9,0,1,0
AA,438,13,0,1,0
AA,438,13,0,1,0
AA,438,0,0,1,0
UA,438,5,0,1,0
AA,438,9,0,1,0
AA,438,12,0,1,0
UA,438,9,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,10,0,1,0
AA,438,11,0,1,0
AA,438,11,0,1,0
UA,438,2,0,1,0
AA,438,10,0,1,0
AA,438,9,0,1,0
AA,438,11,0,1,0
AA,438,13,0,1,0
UA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,8,0,1,0
UA,438,2,0,1,0
AA,438,8,0,1,0
AA,438,11,0,1,0
UA,438,12,0,1,0
AA,438,12,0,1,0
AA,438,12,0,1,0
AA,438,10,0,1,0
UA,438,11,0,1,0
UA,438,11,0,1,0
UA,438,7,0,1,0
AA,438,8,0,1,0
UA,438,11,0,1,0
AA,438,13,0,1,0
UA,438,7,0,1,0
AA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,7,0,1,0
UA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,10,0,1,0
AA,438,8,0,1,0
UA,438,11,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,9,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,1,0,1,0
UA,438,12,0,1,0
AA,438,10,0,1,0
AA,438,8,0,1,0
UA,438,6,0,1,0
UA,438,11,0,1,0
UA,438,10,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
UA,438,7,0,1,1
AA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,12,0,1,0
UA,438,7,0,1,0
UA,438,10,0,1,0
AA,438,11,0,1,0
AA,438,10,0,1,0
UA,438,11,0,1,0
AA,438,9,0,1,0
UA,438,13,0,1,0
UA,438,6,0,1,0
AA,438,11,0,1,0
UA,438,8,0,1,0
UA,438,10,0,1,0
AA,438,10,0,1,0
UA,438,6,0,1,0
UA,438,3,0,1,0
UA,438,8,0,1,0
AA,438,10,0,1,0
AA,438,12,0,1,0
AA,438,12,0,1,0
UA,438,11,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,9,0,1,0
UA,438,12,0,1,0
UA,438,2,0,1,0
AA,438,7,0,1,0
AA,438,13,0,1,0
AA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,10,0,1,0
UA,438,11,0,1,0
UA,438,9,0,1,0
AA,438,8,0,1,0
UA,438,13,0,1,0
UA,438,8,0,1,0
UA,438,10,0,1,0
UA,438,13,0,1,0
UA,438,8,0,1,0
AA,438,8,0,1,0
AA,438,7,0,1,0
UA,438,9,0,1,0
AA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,9,0,1,0
AA,438,12,0,1,0
AA,438,12,0,1,0
UA,438,7,0,1,0
UA,438,10,0,1,0
UA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,8,0,1,0
UA,438,7,0,1,0
UA,438,7,0,1,0
UA,438,10,0,1,0
AA,438,13,0,1,0
AA,438,7,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
AA,438,11,0,1,0
UA,438,9,0,1,0
UA,438,5,0,1,0
AA,438,11,0,1,0
AA,438,4,0,1,0
AA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,11,0,1,0
AA,438,7,0,1,0
AA,438,7,0,1,0
UA,438,8,0,1,0
UA,438,8,0,1,0
AA,438,7,0,1,0
AA,438,9,0,1,0
AA,438,8,0,1,0
AA,438,10,0,1,0
UA,438,9,0,1,0
AA,438,7,0,1,0
AA,438,6,0,1,0
AA,438,7,0,1,0
UA,438,12,0,1,0
AA,438,9,0,1,0
AA,438,5,0,1,0
AA,438,7,0,1,0
UA,438,11,0,1,0
UA,438,11,0,1,0
AA,438,8,0,1,0
AA,438,7,0,1,0
UA,438,5,0,1,0
AA,438,9,0,1,0
AA,438,12,0,1,0
AA,438,7,0,1,0
UA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,10,0,1,0
AA,438,6,0,1,0
AA,438,11,0,1,0
UA,438,5,0,1,0
UA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,10,0,1,0
AA,438,7,0,1,0
AA,438,12,0,1,0
AA,438,12,0,1,0
AA,438,11,0,1,0
UA,438,2,0,1,1
AA,438,12,0,1,0
UA,438,6,0,1,0
UA,438,1,0,1,0
UA,438,2,0,1,0
AA,438,12,0,1,0
UA,438,12,0,1,0
AA,438,12,0,1,0
AA,438,13,0,1,0
AA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,12,0,1,0
AA,438,9,0,1,0
AA,438,10,0,1,0
AA,438,10,0,1,0
AA,438,9,0,1,0
AA,438,12,0,1,0
UA,438,1,0,1,0
AA,438,7,0,1,0
UA,438,2,0,1,0
UA,438,4,0,1,0
AA,438,10,0,1,0
AA,438,7,0,1,0
UA,438,7,0,1,0
AA,438,8,0,1,0
AA,438,8,0,1,0
UA,438,7,0,1,0
